1500	3096	Minimum Levels to Gain More Points	You are given a binary array possible of length n. Alice and Bob are playing a game that consists of n levels. Some of the levels in the game are impossible to clear while others can always be cleared. In particular, if possible[i] == 0, then the ith level is impossible to clear for both the players. A player gains 1 point on clearing a level and loses 1 point if the player fails to clear it. At the start of the game, Alice will play some levels in the given order starting from the 0th level, after which Bob will play for the rest of the levels. Alice wants to know the minimum number of levels
1500	915	Partition Array into Disjoint Intervals	Given an integer array nums, partition it into two (contiguous) subarrays left and right so that: Every element in left is less than or equal to every element in right. left and right are non-empty. left has the smallest possible size. Return the length of left after such a partitioning. Test cases are generated such that partitioning exists. Example 1: Input: nums = [5,0,3,8,6] Output: 3 Explanation: left = [5,0,3], right = [8,6] Example 2: Input: nums = [1,1,1,0,6,12] Output: 4 Explanation: left = [1,1,1,0], right = [6,12] Constraints: 2 <= nums.length <= 105 0 <= nums[i] <= 106 There is at 
1501	1090	Largest Values From Labels	You are given n item's value and label as two integer arrays values and labels. You are also given two integers numWanted and useLimit. Your task is to find a subset of items with the maximum sum of their values such that: The number of items is at most numWanted. The number of items with the same label is at most useLimit. Return the maximum sum. Example 1: Input: values = [5,4,3,2,1], labels = [1,1,2,2,3], numWanted = 3, useLimit = 1 Output: 9 Explanation: The subset chosen is the first, third, and fifth items with the sum of values 5 + 3 + 1. Example 2: Input: values = [5,4,3,2,1], labels =
1501	1750	Minimum Length of String After Deleting Similar Ends	Given a string s consisting only of characters 'a', 'b', and 'c'. You are asked to apply the following algorithm on the string any number of times: Pick a non-empty prefix from the string s where all the characters in the prefix are equal. Pick a non-empty suffix from the string s where all the characters in this suffix are equal. The prefix and the suffix should not intersect at any index. The characters from the prefix and suffix must be the same. Delete both the prefix and the suffix. Return the minimum length of s after performing the above operation any number of times (possibly zero time
1501	2730	Find the Longest Semi-Repetitive Substring	You are given a digit string s that consists of digits from 0 to 9. A string is called semi-repetitive if there is at most one adjacent pair of the same digit. For example, "0010", "002020", "0123", "2002", and "54944" are semi-repetitive while the following are not: "00101022" (adjacent same digit pairs are 00 and 22), and "1101234883" (adjacent same digit pairs are 11 and 88). Return the length of the longest semi-repetitive substring of s. Example 1: Input: s = "52233" Output: 4 Explanation: The longest semi-repetitive substring is "5223". Picking the whole string "52233" has two adjacent s
1502	2358	Maximum Number of Groups Entering a Competition	You are given a positive integer array grades which represents the grades of students in a university. You would like to enter all these students into a competition in ordered non-empty groups, such that the ordering meets the following conditions: The sum of the grades of students in the ith group is less than the sum of the grades of students in the (i + 1)th group, for all groups (except the last). The total number of students in the ith group is less than the total number of students in the (i + 1)th group, for all groups (except the last). Return the maximum number of groups that can be f
1502	2661	First Completely Painted Row or Column	You are given a 0-indexed integer array arr, and an m x n integer matrix mat. arr and mat both contain all the integers in the range [1, m * n]. Go through each index i in arr starting from index 0 and paint the cell in mat containing the integer arr[i]. Return the smallest index i at which either a row or a column will be completely painted in mat. Example 1: Input: arr = [1,3,4,2], mat = [[1,4],[2,3]] Output: 2 Explanation: The moves are shown in order, and both the first row and second column of the matrix become fully painted at arr[2]. Example 2: Input: arr = [2,8,7,4,1,3,5,6,9], mat = [[
1502	2708	Maximum Strength of a Group	You are given a 0-indexed integer array nums representing the score of students in an exam. The teacher would like to form one non-empty group of students with maximal strength, where the strength of a group of students of indices i0, i1, i2, ... , ik is defined as nums[i0] * nums[i1] * nums[i2] * ... * nums[ik​]. Return the maximum strength of a group the teacher can create. Example 1: Input: nums = [3,-1,-5,2,5,-9] Output: 1350 Explanation: One way to form a group of maximal strength is to group the students at indices [0,2,3,4,5]. Their strength is 3 * (-5) * 2 * 5 * (-9) = 1350, which we c
1502	3424	Minimum Cost to Make Arrays Identical	You are given two integer arrays arr and brr of length n, and an integer k. You can perform the following operations on arr any number of times: Split arr into any number of contiguous subarrays and rearrange these subarrays in any order. This operation has a fixed cost of k. Choose any element in arr and add or subtract a positive integer x to it. The cost of this operation is x. Return the minimum total cost to make arr equal to brr. Example 1: Input: arr = [-7,9,5], brr = [7,-2,-5], k = 2 Output: 13 Explanation: Split arr into two contiguous subarrays: [-7] and [9, 5] and rearrange them as 
1504	1461	Check If a String Contains All Binary Codes of Size K	Given a binary string s and an integer k, return true if every binary code of length k is a substring of s. Otherwise, return false. Example 1: Input: s = "00110110", k = 2 Output: true Explanation: The binary codes of length 2 are "00", "01", "10" and "11". They can be all found as substrings at indices 0, 1, 3 and 2 respectively. Example 2: Input: s = "0110", k = 1 Output: true Explanation: The binary codes of length 1 are "0" and "1", it is clear that both exist as a substring. Example 3: Input: s = "0110", k = 2 Output: false Explanation: The binary code "00" is of length 2 and does not ex
